sy_name,sy_snum,sy_pnum,cb_flag,st_rad
Kepler-707,1,1,0,0.72
Kepler-339,1,3,0,0.77
Kepler-313,1,2,0,1.48
Kepler-1867,1,1,0,0.82
KOI-351,1,8,0,1.07
Kepler-1889,1,1,0,0.88
Kepler-986,1,1,0,1.04
Kepler-524,1,2,0,1.25
Kepler-1944,1,1,0,0.77
Kepler-306,1,4,0,0.84
HD 179949,1,1,0,1.22
HD 220689,1,1,0,1.16
Kepler-395,1,2,0,0.51
Kepler-1112,1,1,0,1.29
WTS-2,1,1,0,0.99
Kepler-1027,2,1,0,0.47
GJ 338,2,1,0,0.54
Kepler-1379,1,1,0,0.82
HD 4732,2,2,0,4.94
Kepler-225,1,2,0,0.54
Kepler-1899,1,1,0,0.66
Kepler-523,1,1,0,0.89
Kepler-566,1,1,0,0.76
Kepler-46,1,3,0,0.79
Kepler-1796,1,1,0,0.89
Kepler-391,1,2,0,2.74
Kepler-414,1,2,0,0.95
Kepler-1862,1,1,0,0.53
Kepler-1139,1,1,0,
Kepler-1647,2,1,1,1.46
Kepler-1652,1,1,0,0.64
HD 156668,1,2,0,0.72
Kepler-22,1,1,0,0.89
Kepler-516,1,1,0,1.74
Kepler-647,1,2,0,1.05
HD 114783,1,2,0,0.83
Kepler-1527,1,1,0,1.58
Kepler-1426,1,1,0,0.98
Kepler-1535,1,1,0,0.86
Kepler-1934,1,1,0,1.06
Kepler-188,1,2,0,1.09
Kepler-1497,1,1,0,
Kepler-471,1,1,0,1.68
Kepler-102,1,5,0,
Kepler-1209,1,1,0,1.22
HD 159868,1,2,0,
Kepler-421,1,1,0,
Kepler-1038,1,2,0,
TOI-1338,2,2,1,1.52
TOI-715,1,1,0,0.24
HD 212771,1,1,0,4.26
Kepler-1182,1,1,0,0.86
ups And,2,3,0,
HD 220842,2,1,0,
Kepler-126,1,3,0,1.36
Kepler-158,1,2,0,0.62
Kepler-120,1,2,0,0.53
Kepler-1775,1,1,0,
HD 37124,1,3,0,
HN Lib,1,1,0,
Kepler-1190,1,1,0,0.65
Kepler-383,1,2,0,0.64
Kepler-825,1,2,0,0.97
GJ 433,1,3,0,0.5
Kepler-1734,1,1,0,
Kepler-1191,1,1,0,
Kepler-324,1,4,0,0.84
Kepler-1236,1,1,0,
Kepler-320,1,2,0,1.04
Kepler-1273,1,1,0,0.72
Kepler-755,2,2,0,0.71
Kepler-721,1,1,0,0.8
Kepler-379,1,2,0,1.14
Kepler-328,1,2,0,1.07
HD 159243,1,2,0,1.11
Kepler-1311,1,3,0,1.24
Kepler-1535,1,1,0,1.16
HIP 55507,1,1,0,0.7
HD 125595,1,1,0,
Kepler-9,1,3,0,1.01
Kepler-763,1,3,0,
Kepler-1437,1,1,0,1.49
Kepler-281,1,3,0,0.88
Kepler-865,1,2,0,0.92
OGLE-TR-113,1,1,0,0.77
Kepler-1541,1,1,0,0.8
Kepler-1069,1,1,0,1.7
Kepler-1475,1,1,0,
Kepler-221,1,4,0,0.75
TOI-2266,1,1,0,0.26
Kepler-750,1,2,0,1.02
Kepler-1028,1,1,0,
Kepler-663,1,1,0,0.9
Kepler-1477,1,1,0,1.04
Kepler-989,1,1,0,0.91
Kepler-1744,1,1,0,0.85
Kepler-1145,1,1,0,0.8
Kepler-328,1,2,0,1.0
Kepler-1438,1,1,0,1.31
Kepler-1095,1,1,0,0.89
Kepler-189,1,2,0,0.83
Kepler-972,1,1,0,1.13
Kepler-583,1,1,0,0.91
TOI-2193,2,1,0,1.25
Kepler-402,1,4,0,1.22
Kepler-1638,1,1,0,0.85
Kepler-1330,1,1,0,1.17
Kepler-1837,1,1,0,0.96
Kepler-1434,1,1,0,1.44
Kepler-342,1,4,0,1.37
Kepler-265,1,4,0,1.07
Kepler-1077,1,1,0,0.98
Kepler-1367,1,1,0,0.62
Kepler-1823,1,1,0,1.22
Kepler-1981,1,1,0,1.18
Kepler-888,1,1,0,1.18
HATS-8,1,1,0,1.09
HD 29021,1,1,0,
HD 10975,1,1,0,11.11
HD 17092,1,1,0,13.58
Kepler-217,1,3,0,1.44
HD 6434,1,1,0,
Kepler-646,1,1,0,0.74
Kepler-1042,1,1,0,
Kepler-1984,1,1,0,0.4
HD 147513,2,1,0,
Kepler-158,1,2,0,0.67
Kepler-814,1,1,0,0.82
Kepler-601,1,1,0,0.72
LkCa 15,1,2,0,
Kepler-1362,1,1,0,0.81
Kepler-1279,1,1,0,1.12
Kepler-172,1,4,0,1.01
Kepler-286,1,4,0,0.91
Kepler-1464,1,2,0,0.93
HD 3651,1,1,0,0.88
Kepler-1542,1,4,0,1.19
Kepler-1252,1,1,0,0.82
Kepler-450,1,3,0,1.56
Kepler-531,1,1,0,0.75
Kepler-718,1,1,0,1.05
Kepler-1872,1,1,0,0.89
Kepler-244,1,3,0,0.76
Kepler-855,1,1,0,1.56
LHS 475,1,1,0,0.29
WASP-39,1,1,0,0.9
HD 175607,1,1,0,0.84
Kepler-1356,1,1,0,0.75
Kepler-495,1,2,0,0.83
Kepler-1745,1,1,0,
Kepler-164,1,4,0,1.1
Kepler-427,1,1,0,0.96
Kepler-20,2,6,0,0.89
Kepler-531,1,1,0,0.75
Kepler-1602,1,1,0,1.03
Kepler-1731,1,1,0,0.72
Kepler-91,1,1,0,6.4
Kepler-1216,1,1,0,1.01
Kepler-24,1,4,0,1.12
Kepler-1534,1,1,0,0.88
Kepler-880,1,2,0,1.45
Kepler-53,1,3,0,0.94
Kepler-1546,1,1,0,
HD 185269,3,1,0,
Kepler-63,1,1,0,0.88
Kepler-797,1,1,0,0.83
Kepler-673,1,1,0,0.76
Kepler-227,1,2,0,
Kepler-616,1,3,0,0.98
Kepler-235,1,4,0,0.49
omi CrB,1,1,0,10.5
Kepler-1515,1,1,0,1.38
HD 117618,1,1,0,1.18
Kepler-164,1,4,0,1.14
Kepler-621,1,1,0,0.51
Kepler-682,1,1,0,0.89
Kepler-221,1,4,0,0.82
Kepler-737,1,1,0,0.51
Kepler-828,1,1,0,0.69
Kepler-360,1,2,0,0.91
Kepler-1566,1,1,0,0.74
Kepler-715,1,1,0,1.14
Kepler-620,1,1,0,1.33
Kepler-322,1,2,0,1.34
Kepler-113,1,2,0,0.71
Kepler-1790,1,1,0,1.03
HD 4203,1,2,0,1.55
Kepler-992,1,1,0,1.4
HD 20782,2,5,0,
Kepler-1106,1,1,0,0.87
HD 215497,1,2,0,0.9
Kepler-1452,1,1,0,0.92
HD 330075,1,1,0,0.84
Kepler-1638,1,1,0,3.2
TOI-4479,1,1,0,0.43
TYC 1422-614-1,1,2,0,9.47
TOI-2152,3,1,0,1.73
HD 160691,1,4,0,
Kepler-318,1,2,0,0.94
Kepler-667,1,1,0,1.02
Kepler-1251,1,1,0,0.9
Kepler-1261,1,1,0,
Kepler-1984,1,1,0,
Kepler-336,1,3,0,0.86
Kepler-174,1,3,0,0.59
Kepler-935,1,1,0,0.73
Kepler-1832,1,1,0,1.31
HD 4308,1,1,0,
Kepler-1213,1,1,0,0.96
Kepler-1015,1,1,0,1.47
Kepler-1800,1,1,0,1.46
Kepler-303,1,2,0,0.62
Kepler-1704,1,1,0,1.52
Kepler-1756,1,1,0,
Kepler-342,1,4,0,1.37
GJ 96,1,1,0,
Kepler-890,1,1,0,1.13
Kepler-1489,1,1,0,1.34
Kepler-1186,1,1,0,1.11
Kepler-1845,1,1,0,
Kepler-983,1,1,0,1.02
GJ 625,1,1,0,
CoRoT-7,1,3,0,1.0
Kepler-1307,1,1,0,0.84
HD 128356,1,1,0,
75 Cet,2,2,0,10.52
Kepler-1606,1,1,0,0.86
Kepler-1142,1,1,0,0.8
Kepler-1036,1,1,0,0.89
Kepler-102,1,5,0,1.86
Kepler-1995,1,1,0,0.93
Kepler-1586,1,1,0,2.11
Kepler-112,1,2,0,0.81
Kepler-11,1,6,0,1.06
Kepler-1169,1,1,0,1.22
Kepler-438,1,1,0,0.76
HD 215497,1,2,0,
HD 214823,2,1,0,
Kepler-285,1,2,0,0.87
Kepler-1737,1,1,0,0.91
Kepler-63,1,1,0,1.06
Kepler-1652,1,1,0,
Kepler-1400,1,1,0,0.79
Kepler-399,1,3,0,1.15
Kepler-685,1,1,0,1.11
Kepler-1536,1,1,0,0.63
Kepler-1121,1,1,0,1.5
Kepler-367,1,2,0,0.71
NY Vir,2,2,1,0.15
HD 65216,3,2,0,
Kepler-281,1,3,0,0.72
HD 20868,1,1,0,0.77
Kepler-1846,1,1,0,0.74
Kepler-745,1,1,0,1.54
Kepler-27,1,3,0,0.86
HD 195019,2,1,0,1.48
Kepler-1644,1,1,0,0.82
Kepler-265,1,4,0,0.98
Kepler-276,1,3,0,1.03
Kepler-822,1,1,0,0.96
Kepler-590,1,1,0,1.01
OGLE-TR-56,1,1,0,1.1
HD 108147,1,1,0,
Kepler-1811,1,1,0,0.91
Kepler-1405,1,1,0,0.74
Kepler-219,1,3,0,1.5
GJ 229,2,2,0,
HIP 104436,1,1,0,
Kepler-800,1,1,0,0.86
Kepler-754,1,1,0,1.6
Kepler-142,1,3,0,1.12
HD 180617,2,1,0,0.47
Kepler-539,1,2,0,0.93
Kepler-1119,1,1,0,1.0
Kepler-1544,1,1,0,0.66
Kepler-428,1,1,0,0.53
HD 60532,1,2,0,2.59
Kepler-141,1,2,0,18.94
DMPP-2,1,1,0,1.78
Kepler-201,1,2,0,1.24
Kepler-814,1,1,0,1.93
TOI-6034,2,1,0,1.14
TOI-904,1,2,0,0.53
WASP-39,1,1,0,1.01
Kepler-1012,1,1,0,0.95
Kepler-1511,1,1,0,1.81
Kepler-80,1,6,0,0.74
Kepler-376,1,2,0,1.16
Kepler-1776,1,1,0,1.15
HD 79498,2,1,0,1.14
Kepler-735,1,1,0,0.75
Kepler-1555,1,1,0,1.53
WASP-39,1,1,0,0.94
Kepler-27,1,3,0,0.87
Kepler-923,1,1,0,1.13
Kepler-1856,1,1,0,0.67
Kepler-682,1,1,0,0.92
Kepler-56,1,3,0,
Kepler-1694,1,1,0,0.76
Kepler-248,1,2,0,0.84
Kepler-214,1,2,0,1.35
Kepler-1418,1,1,0,0.57
Kepler-1914,1,1,0,0.67
Kepler-321,1,2,0,0.91
Kepler-986,1,1,0,0.88
Kepler-590,1,1,0,1.65
HD 142415,1,1,0,
HD 185269,3,1,0,
Kepler-380,1,2,0,1.19
Kepler-1635,1,1,0,0.76
TOI-2193,2,1,0,1.2
Kepler-275,1,3,0,1.28
Kepler-779,2,1,0,
Kepler-175,1,2,0,0.94
Kepler-1656,1,2,0,0.98
HD 32963,1,1,0,
Kepler-660,1,1,0,0.7
Kepler-377,1,2,0,1.22
Kepler-1150,2,1,0,
Kepler-658,1,1,0,0.73
Kepler-1891,1,1,0,0.83
Kepler-1695,1,1,0,0.79
Kepler-1737,1,1,0,0.88
Kepler-1842,1,1,0,1.13
Kepler-1285,1,1,0,1.28
Kepler-1804,1,1,0,1.67
Kepler-729,1,1,0,0.91
Kepler-446,1,3,0,
Kepler-226,1,3,0,0.81
Kepler-525,1,1,0,2.04
Kepler-1571,1,1,0,
HD 27442,2,1,0,
Kepler-393,1,2,0,
Kepler-1474,1,1,0,1.15
Kepler-296,2,5,0,0.37
Kepler-956,1,1,0,
Kepler-102,1,5,0,0.74
Kepler-388,1,2,0,0.56
Kepler-1372,1,1,0,1.06
Kepler-360,1,2,0,0.99
Kepler-250,1,3,0,0.78
Kepler-147,1,2,0,1.26
Kepler-1043,1,1,0,0.88
Kepler-1251,1,1,0,0.9
Kepler-906,1,1,0,
Kepler-1120,1,1,0,0.89
Kepler-852,1,1,0,2.19
Kepler-1468,1,3,0,
Kepler-868,1,1,0,0.89
Kepler-1054,1,1,0,1.03
Kepler-160,1,3,0,0.87
GJ 849,1,2,0,0.46
Kepler-224,1,4,0,
Kepler-102,1,5,0,
Kepler-33,1,5,0,
Kepler-221,1,4,0,0.75
Kepler-1959,1,1,0,0.81
HD 99492,2,2,0,
Kepler-1954,1,1,0,1.01
Kepler-1603,1,1,0,1.11
Kepler-740,1,1,0,0.88
Kepler-31,1,3,0,
HD 217107,1,2,0,
HD 141004,1,1,0,1.34
Kepler-666,1,1,0,1.23
Kepler-107,1,4,0,1.18
Kepler-313,1,2,0,1.08
Kepler-1396,1,1,0,0.99
Kepler-1340,1,1,0,1.12
rho CrB,1,4,0,
Kepler-746,1,1,0,0.6
Kepler-1384,1,1,0,0.85
Kepler-1503,1,1,0,0.68
Kepler-1317,1,1,0,0.79
Kepler-79,1,4,0,1.04
Kepler-428,1,1,0,0.8
Kepler-508,1,1,0,
Kepler-1864,1,1,0,1.04
Kepler-510,1,1,0,2.1
Kepler-1288,1,1,0,2.23
Kepler-351,1,3,0,0.84
Kepler-756,1,1,0,0.8
Kepler-939,1,1,0,1.72
Kepler-756,1,1,0,1.11
Kepler-631,1,1,0,1.26
HD 89307,1,1,0,
HD 160691,1,4,0,
Kepler-338,1,4,0,
Kepler-336,1,3,0,0.96
Kepler-378,1,2,0,0.67
Kepler-629,1,1,0,0.88
Kepler-1020,1,1,0,
Kepler-178,1,3,0,0.96
HD 212301,2,1,0,1.16
OGLE-TR-56,1,1,0,1.26
Kepler-1934,1,1,0,1.05
Kepler-276,1,3,0,1.03
Kepler-1578,1,1,0,0.86
Kepler-108,2,2,0,2.19
HD 28185,1,2,0,1.08
Kepler-99,2,1,0,0.75
KOI-3680,1,1,0,1.11
Kepler-1352,1,1,0,1.26
Kepler-847,1,1,0,0.8
Kepler-572,1,1,0,0.65
HD 97048,1,1,0,
Kepler-1207,1,1,0,2.12
Kepler-753,1,1,0,0.65
Kepler-1797,1,1,0,0.94
Kepler-272,1,3,0,0.85
Kepler-1384,1,1,0,0.74
Kepler-1108,1,1,0,0.81
Kepler-567,1,1,0,0.75
Kepler-1337,1,1,0,
Kepler-1871,1,1,0,1.18
Kepler-784,1,2,0,
Kepler-556,1,1,0,0.94
Kepler-1817,1,1,0,0.74
Kepler-1223,1,1,0,0.79
Kepler-1284,1,1,0,0.8
Kepler-1674,1,1,0,0.84
Kepler-1076,1,1,0,0.75
Kepler-1618,1,1,0,1.29
Kepler-1902,1,1,0,0.53
Kepler-1341,2,1,0,0.66
Kepler-1852,1,1,0,0.8
HD 2039,1,1,0,
HD 45652,1,1,0,0.92
Kepler-438,1,1,0,0.66
HD 96700,1,3,0,1.16
alf Tau,2,1,0,0.35
HR 858,2,3,0,
Kepler-1311,1,3,0,1.24
Kepler-1051,1,1,0,1.24
Kepler-911,1,1,0,1.99
Kepler-1795,1,1,0,0.6
Kepler-40,1,1,0,2.36
Kepler-1367,1,1,0,0.53
Kepler-1221,1,1,0,0.63
KOI-1257,2,1,0,1.19
HD 150706,1,1,0,1.01
Kepler-479,1,1,0,0.77
Kepler-1650,1,1,0,0.48
Kepler-1478,1,1,0,1.06
Kepler-954,1,1,0,1.26
HD 73267,1,2,0,
Kepler-390,2,2,0,0.77
Kepler-1310,1,1,0,0.88
Kepler-850,1,1,0,0.99
Kepler-217,1,3,0,1.44
KOI-7892,1,3,0,1.26
Kepler-308,1,2,0,0.91
Kepler-137,1,2,0,0.81
Kepler-335,1,2,0,0.89
Kepler-197,2,4,0,1.12
Kepler-134,1,2,0,1.53
Kepler-1046,1,1,0,0.93
HD 1666,1,1,0,
Kepler-783,1,2,0,1.11
Kepler-845,1,1,0,0.75
HD 10647,1,1,0,
Kepler-47,2,3,1,0.87
Kepler-16,2,1,1,0.62
Kepler-648,1,1,0,0.6
Kepler-162,1,2,0,0.98
Kepler-1514,1,2,0,
Kepler-1823,1,1,0,1.23
Kepler-678,1,1,0,0.87
Kepler-1825,1,1,0,0.73
Kepler-985,1,1,0,
Kepler-1209,1,1,0,1.28
Kepler-1740,1,1,0,0.95
Kepler-266,1,2,0,1.02
Kepler-473,1,1,0,1.62
HD 190007,1,1,0,
Kepler-1998,1,1,0,
Kepler-901,1,1,0,0.61
Kepler-418,1,2,0,1.08
rho CrB,1,4,0,
Kepler-1816,1,1,0,0.72
Kepler-746,1,1,0,1.01
Kepler-1286,1,1,0,1.12
Kepler-1217,1,1,0,1.05
Kepler-69,1,2,0,0.99
Kepler-1098,1,1,0,1.21
Kepler-1756,1,1,0,0.71
Kepler-822,1,1,0,0.96
Kepler-1075,1,1,0,0.54
Kepler-205,1,2,0,0.58
Kepler-1600,1,2,0,0.87
HD 114386,1,1,0,0.76
TOI-663,1,3,0,0.51
WASP-39,1,1,0,0.9
Kepler-1346,1,1,0,1.03
Kepler-187,1,2,0,1.21
Kepler-218,1,3,0,1.05
Kepler-344,1,2,0,1.02
Kepler-352,1,3,0,0.8
HD 10647,1,1,0,
Kepler-1103,1,1,0,1.68
HIP 63242,1,1,0,
Kepler-358,1,2,0,0.91
GJ 832,1,1,0,
Kepler-810,1,1,0,
Kepler-1982,1,1,0,1.49
Kepler-650,1,1,0,1.57
Kepler-1462,1,1,0,0.82
Kepler-1165,1,2,0,1.08
Kepler-241,1,2,0,0.69
Kepler-1298,1,1,0,1.53
Kepler-1359,1,1,0,0.83
Kepler-1267,1,1,0,1.2
Kepler-56,1,3,0,4.05
Kepler-1483,1,1,0,1.38
HD 192699,1,1,0,4.78
Kepler-1105,1,1,0,0.63
Kepler-1464,1,2,0,
HD 197037,2,1,0,
HD 87646,3,1,0,
HD 212301,2,1,0,1.23
Kepler-1121,1,1,0,1.47
HD 221287,1,1,0,
GJ 649,1,1,0,0.53
Kepler-216,1,2,0,0.97
Kepler-120,1,2,0,0.53
HD 56957,1,1,0,
Kepler-1138,1,1,0,1.02
Kepler-1590,1,1,0,1.07
Kepler-1309,1,1,0,0.79
Kepler-110,1,2,0,1.46
Kepler-315,1,2,0,0.86
Kepler-958,1,1,0,0.85
Kepler-981,1,1,0,0.96
Kepler-300,1,2,0,1.1
HD 47536,1,1,0,22.39
Kepler-796,1,1,0,1.09
Kepler-1051,1,1,0,1.26
Kepler-1454,1,1,0,0.77
Kepler-221,1,4,0,0.82
Kepler-282,1,4,0,1.16
Kepler-171,1,3,0,0.94
Kepler-1207,1,1,0,1.03
Kepler-391,1,2,0,2.56
Kepler-1352,1,1,0,1.16
Kepler-1459,1,1,0,0.81
Kepler-467,1,1,0,1.36
Kepler-1308,1,1,0,
Kepler-257,1,3,0,0.87
Kepler-874,1,1,0,0.99
Kepler-949,1,2,0,0.9
Kepler-1549,1,1,0,0.84
HD 28185,1,2,0,1.06
Kepler-951,2,1,0,1.06
Kepler-181,1,2,0,0.86
Kepler-342,1,4,0,1.18
WTS-2,1,1,0,
Kepler-1344,1,1,0,1.13
Kepler-621,1,1,0,0.68
eps Eri,1,1,0,
HD 215152,1,4,0,0.79
Kepler-925,1,1,0,0.75
Kepler-1938,1,1,0,
Kepler-1709,1,1,0,0.97
Kepler-1338,1,1,0,1.05
HD 62549,1,1,0,
Kepler-1083,1,1,0,0.71
Kepler-940,1,1,0,0.88
Kepler-918,1,1,0,1.14
Kepler-786,1,1,0,0.71
Kepler-351,1,3,0,0.85
Kepler-1698,1,1,0,
Kepler-145,1,2,0,1.85
Kepler-556,1,1,0,
Kepler-1127,1,1,0,0.98
Kepler-1053,1,1,0,0.56
Kepler-1948,1,1,0,0.7
HD 141004,1,1,0,
Kepler-623,1,1,0,
Kepler-569,1,1,0,0.93
Kepler-254,1,3,0,0.86
GJ 1061,1,3,0,
Kepler-1365,1,2,0,0.92
NGC 2682 YBP 401,1,1,0,1.25
Kepler-214,1,2,0,1.65
HD 1461,1,2,0,
Kepler-1534,1,1,0,0.88
Kepler-1724,1,1,0,0.89
Kepler-736,1,1,0,0.86
Kepler-1288,1,1,0,2.23
Kepler-591,1,1,0,0.87
Kepler-1052,1,2,0,1.03
Kepler-1460,1,1,0,0.62
Kepler-704,1,1,0,0.96
Kepler-223,1,4,0,1.0
Kepler-1013,1,1,0,0.79
Kepler-616,1,3,0,0.93
Kepler-323,1,2,0,1.4
Kepler-228,1,3,0,0.94
Kepler-402,1,4,0,1.22
Kepler-513,1,1,0,1.09
Kepler-859,1,1,0,0.65
Kepler-114,1,3,0,0.54
Kepler-29,1,2,0,0.91
Kepler-53,1,3,0,0.89
Kepler-33,1,5,0,1.82
Kepler-539,1,2,0,0.92
Kepler-886,1,1,0,1.1
Kepler-1977,1,1,0,0.71
Kepler-882,1,1,0,0.86
Kepler-1323,1,1,0,1.41
Kepler-249,1,3,0,0.42
Kepler-363,1,3,0,2.04
Kepler-1480,2,1,0,1.45
Kepler-348,1,2,0,
GJ 676,2,4,0,
Kepler-1191,1,1,0,0.78
Kepler-344,1,2,0,0.94
Kepler-1095,1,1,0,
HD 52265,1,1,0,
Kepler-915,1,1,0,1.21
Kepler-1426,1,1,0,1.03
Kepler-275,1,3,0,1.14
Kepler-450,1,3,0,
Kepler-1359,1,1,0,0.83
Kepler-353,2,2,0,0.52
Kepler-718,1,1,0,1.05
HD 159868,1,2,0,
Kepler-1615,1,1,0,1.57
Kepler-1211,1,1,0,0.91
Kepler-595,1,2,0,0.72
Kepler-1331,1,1,0,0.62
Kepler-386,1,2,0,0.83
Kepler-11,1,6,0,
Kepler-1143,1,2,0,0.62
Kepler-694,1,1,0,0.81
Kepler-641,1,1,0,
Kepler-1723,1,1,0,1.08
HD 181433,1,3,0,0.78
Kepler-450,1,3,0,1.19
Kepler-306,1,4,0,0.85
Kepler-567,1,1,0,0.84
Kepler-100,1,4,0,
TOI-559,1,1,0,1.21
Kepler-216,1,2,0,1.05
Kepler-1670,1,1,0,0.91
Kepler-1864,1,1,0,1.04
Kepler-1009,1,1,0,
HD 192263,1,1,0,
HD 89744,2,1,0,
Kepler-446,1,3,0,0.33
Kepler-68,2,4,0,1.24
Kepler-292,1,5,0,0.92
Kepler-816,1,1,0,0.78
Kepler-1374,1,1,0,0.83
HD 11964,2,2,0,
Kepler-603,1,3,0,1.25
Kepler-1002,1,1,0,1.32
Kepler-1440,1,1,0,1.29
Kepler-1195,1,1,0,0.71
Kepler-1395,1,1,0,1.85
Kepler-1254,1,3,0,
GJ 3998,1,2,0,0.49
Kepler-861,1,1,0,
Kepler-238,1,5,0,0.9
Kepler-302,1,2,0,0.83
Kepler-936,1,1,0,1.19
Kepler-1705,1,2,0,0.77
Kepler-115,1,2,0,1.16
Kepler-327,1,3,0,0.49
Kepler-1116,1,1,0,0.94
Kepler-56,1,3,0,4.14
Kepler-106,1,4,0,
Kepler-1725,1,1,0,1.1
Kepler-964,1,1,0,0.81
Kepler-988,1,1,0,0.54
Kepler-1854,1,1,0,0.6
GJ 896,2,1,0,
Kepler-765,1,1,0,1.02
Kepler-1108,1,1,0,0.81
Kepler-811,1,1,0,0.93
Kepler-430,1,2,0,1.24
HD 177565,1,1,0,0.99
Kepler-1353,1,1,0,0.72
Kepler-398,1,3,0,0.66
Kepler-1608,1,1,0,0.75
Kepler-357,1,3,0,0.82
Kepler-227,1,2,0,1.03
Kepler-883,1,1,0,0.92
Kepler-913,1,2,0,0.81
Kepler-423,1,1,0,0.99
TOI-277,1,1,0,0.52
Kepler-753,1,1,0,0.64
Kepler-22,1,1,0,0.98
Kepler-127,1,3,0,1.36
Kepler-1061,1,1,0,1.19
Kepler-942,1,1,0,0.71
Kepler-91,1,1,0,6.22
Kepler-173,1,2,0,0.94
TOI-2202,1,2,0,0.79
KELT-20,1,1,0,1.6
Kepler-1220,1,1,0,1.05
Kepler-1717,1,1,0,1.38
Kepler-862,1,1,0,1.03
TOI-1235,1,1,0,0.63
Kepler-1150,2,1,0,0.6
Kepler-1345,1,1,0,1.42
Kepler-1930,1,1,0,0.84
Kepler-1586,1,1,0,1.07
Kepler-1411,1,1,0,1.07
Kepler-295,1,3,0,0.89
Kepler-1376,1,1,0,1.04
Kepler-1259,1,1,0,0.77
Kepler-1246,1,1,0,0.64
Kepler-439,1,1,0,
Kepler-1130,2,3,0,0.97
Kepler-142,1,3,0,1.23
Kepler-117,1,2,0,1.47
HD 204313,1,3,0,1.13
HD 204313,1,3,0,1.13
Kepler-1530,1,3,0,1.3
Kepler-1015,1,1,0,1.9
xi Aql,1,1,0,10.72
Kepler-45,1,1,0,0.57
GJ 887,1,2,0,0.47
Kepler-402,1,4,0,
Kepler-1588,1,1,0,0.99
Kepler-335,1,2,0,1.68
Kepler-140,1,2,0,1.06
Kepler-1049,1,1,0,0.74
Kepler-980,1,1,0,1.29
Kepler-336,1,3,0,1.3
Kepler-1396,1,1,0,1.17
Kepler-1752,1,1,0,0.82
HD 114729,2,1,0,
Kepler-960,1,1,0,1.75
Kepler-25,2,3,0,
Kepler-896,1,2,0,0.81
GJ 504,1,1,0,
Kepler-1226,1,1,0,0.92
HD 73526,1,2,0,
Kepler-1160,1,1,0,0.73
Kepler-1252,1,1,0,0.82
Kepler-1051,1,1,0,1.26
Kepler-502,1,1,0,1.05
Kepler-338,1,4,0,1.51
Kepler-1352,1,1,0,
CoRoT-18,1,1,0,1.0
Kepler-874,1,1,0,1.18
Kepler-139,1,4,0,1.12
Kepler-1026,1,1,0,0.71
Kepler-425,1,1,0,0.82
OGLE-TR-10,1,1,0,
Kepler-826,1,1,0,0.88
Kepler-1727,1,1,0,
Kepler-843,1,1,0,
HD 89744,2,1,0,
Kepler-1121,1,1,0,
Kepler-1521,1,1,0,0.7
Kepler-925,1,1,0,0.74
Kepler-81,1,3,0,0.65
BD+15 2940,1,1,0,10.76
Kepler-1090,1,2,0,
Kepler-213,1,2,0,0.84
Kepler-353,2,2,0,
Kepler-130,2,3,0,1.13
HD 102365,2,1,0,
Kepler-770,1,3,0,
Kepler-1715,1,1,0,1.53
Kepler-1230,1,1,0,1.09
HD 202206,2,1,1,
Kepler-1887,1,1,0,0.85
Kepler-1533,1,1,0,1.03
Kepler-147,1,2,0,1.19
Kepler-169,1,5,0,0.91
Kepler-530,2,1,0,0.84
HD 141004,1,1,0,1.34
HD 38801,1,1,0,2.14
Kepler-169,1,5,0,0.76
Kepler-1208,1,1,0,0.84
Kepler-1734,1,1,0,0.91
Kepler-645,1,1,0,1.26
11 Com,2,1,0,13.76
Kepler-1021,1,1,0,0.75
Kepler-529,1,3,0,0.77
Kepler-341,1,4,0,1.03
HD 13167,1,1,0,
Kepler-1650,1,1,0,
Kepler-1365,1,2,0,
Kepler-1187,1,1,0,
51 Peg,1,1,0,
Kepler-1454,1,1,0,
Kepler-1264,1,1,0,0.99
Kepler-466,1,2,0,1.22
Kepler-221,1,4,0,0.81
Kepler-1375,1,1,0,1.25
Kepler-1135,1,1,0,1.0
DMPP-1,1,4,0,
HD 148427,1,1,0,
Kepler-248,1,2,0,
Kepler-1042,1,1,0,0.72
Kepler-33,1,5,0,1.69
Kepler-1936,1,1,0,1.85
Kepler-1727,1,1,0,0.87
Kepler-1189,1,1,0,1.16
Kepler-1266,1,2,0,0.73
CT Cha,1,1,0,
Kepler-320,1,2,0,
Kepler-1014,1,1,0,0.79
HD 109749,2,1,0,
Kepler-1902,1,1,0,
Kepler-266,1,2,0,1.29
HD 130322,1,1,0,
Kepler-1403,1,1,0,1.51
Kepler-1260,1,1,0,
Kepler-461,1,1,0,0.95
HD 50499,1,2,0,
Kepler-1757,1,1,0,0.49
Kepler-238,1,5,0,
Kepler-1903,1,1,0,1.27
HD 3651,1,1,0,
Kepler-665,1,1,0,0.82
tau Boo,2,1,0,
Kepler-384,1,2,0,1.65
Kepler-272,1,3,0,0.83
Kepler-780,1,1,0,1.09
Kepler-1218,1,1,0,1.21
Kepler-1229,1,1,0,1.0
Kepler-520,1,2,0,1.09
Kepler-296,2,5,0,
Kepler-950,1,1,0,0.89
HD 18742,1,1,0,4.08
Kepler-1336,1,2,0,
Kepler-990,1,2,0,0.93
Kepler-1207,1,1,0,0.88
Kepler-247,1,3,0,0.55
Kepler-431,1,3,0,1.64
Kepler-1727,1,1,0,0.82
Kepler-380,1,2,0,1.22
